Date,Open,High,Low,Close,Adj Close,Volume
2019-09-04,8.860000,9.390000,8.855000,9.100000,9.100000,550700
2019-09-05,9.260000,9.820000,9.260000,9.790000,9.790000,687200
2019-09-06,9.800000,10.300000,9.750000,10.300000,10.300000,697400
2019-09-09,10.380000,10.850000,10.290000,10.580000,10.580000,771800
2019-09-10,10.510000,11.600000,10.510000,11.440000,11.440000,935800
2019-09-11,11.500000,11.680000,11.020000,11.540000,11.540000,887200
2019-09-12,11.500000,11.600000,10.970000,11.060000,11.060000,552500
2019-09-13,11.090000,11.303000,11.050000,11.170000,11.170000,281700
2019-09-16,11.150000,11.670000,11.150000,11.400000,11.400000,387600
2019-09-17,11.290000,11.350000,10.930000,11.300000,11.300000,343900
2019-09-18,11.190000,11.380000,10.810000,11.030000,11.030000,358300
2019-09-19,11.010000,11.123000,10.880000,10.950000,10.950000,202500
2019-09-20,10.950000,11.470000,10.940000,11.150000,11.150000,618700
2019-09-23,11.070000,11.300000,10.670000,11.220000,11.220000,323800
2019-09-24,11.340000,11.400000,10.900000,11.125000,11.125000,352600
2019-09-25,11.060000,11.750000,10.930000,11.695000,11.695000,842300
2019-09-26,11.720000,11.850000,11.110000,11.195000,11.195000,443000
2019-09-27,11.190000,11.296000,10.770000,11.125000,11.125000,418800
2019-09-30,11.130000,11.260000,10.840000,11.220000,11.220000,514200
2019-10-01,11.280000,11.385000,10.165000,10.230000,10.230000,505200
2019-10-02,10.060000,10.320000,9.800000,10.250000,10.250000,405500
2019-10-03,10.250000,10.445000,9.790000,10.220000,10.220000,379200
2019-10-04,10.140000,10.530000,10.140000,10.485000,10.485000,223400
2019-10-07,10.450000,10.730000,10.380000,10.470000,10.470000,196200
2019-10-08,10.360000,10.360000,10.010000,10.075000,10.075000,300700
2019-10-09,10.240000,10.520000,10.210000,10.390000,10.390000,198600
2019-10-10,10.430000,10.430000,9.970000,10.160000,10.160000,325100
2019-10-11,10.330000,10.526000,10.285000,10.395000,10.395000,228700
2019-10-14,10.370000,10.750000,10.140000,10.560000,10.560000,419400
2019-10-15,10.560000,11.215000,10.560000,10.960000,10.960000,531800
2019-10-16,10.840000,11.330000,10.780000,10.840000,10.840000,484200
2019-10-17,11.000000,11.200000,10.630000,10.650000,10.650000,349500
2019-10-18,10.620000,10.880000,10.510000,10.850000,10.850000,330400
2019-10-21,10.980000,11.250000,10.730000,10.840000,10.840000,418400
2019-10-22,10.100000,10.490000,9.650000,10.300000,10.300000,960700
2019-10-23,10.290000,10.320000,9.860000,10.140000,10.140000,487800
2019-10-24,10.150000,10.150000,9.840000,9.840000,9.840000,409700
2019-10-25,9.810000,10.100000,9.770000,9.910000,9.910000,465600
2019-10-28,9.980000,10.400000,9.962000,10.160000,10.160000,363800
2019-10-29,10.130000,10.130000,9.740000,9.840000,9.840000,481000
2019-10-30,9.810000,9.913000,9.305000,9.360000,9.360000,647600
2019-10-31,9.350000,9.440000,9.160000,9.360000,9.360000,525000
2019-11-01,9.070000,9.830000,9.035000,9.570000,9.570000,789200
2019-11-04,9.720000,10.760000,9.711000,10.600000,10.600000,1131600
2019-11-05,11.520000,11.740000,11.270000,11.330000,11.330000,1944900
2019-11-06,11.450000,12.130000,11.370000,11.710000,11.710000,2131800
2019-11-07,10.450000,11.350000,9.720000,10.690000,10.690000,2450000
2019-11-08,10.620000,11.200000,10.520000,10.880000,10.880000,986800
2019-11-11,10.760000,12.580000,10.670000,12.150000,12.150000,1920400
2019-11-12,12.200000,12.580000,11.260000,11.660000,11.660000,1408700
2019-11-13,11.530000,11.655000,11.260000,11.340000,11.340000,705400
2019-11-14,11.270000,11.400000,10.850000,10.900000,10.900000,939400
2019-11-15,10.990000,11.110000,10.800000,10.865000,10.865000,496500
2019-11-18,10.820000,10.895000,10.460000,10.540000,10.540000,545700
2019-11-19,10.550000,10.550000,10.020000,10.250000,10.250000,624500
2019-11-20,10.140000,10.520000,10.050000,10.280000,10.280000,430500
2019-11-21,10.270000,10.310000,9.850000,10.200000,10.200000,483200
2019-11-22,10.220000,10.290000,10.020000,10.240000,10.240000,281800
2019-11-25,10.245000,10.420000,10.020000,10.290000,10.290000,326000
2019-11-26,10.210000,10.850000,10.210000,10.550000,10.550000,934000
2019-11-27,10.650000,10.820000,10.450000,10.680000,10.680000,339300
2019-11-29,10.680000,10.820000,10.510000,10.700000,10.700000,191200
2019-12-02,10.810000,10.810000,10.290000,10.710000,10.710000,533000
2019-12-03,10.470000,10.550000,10.160000,10.350000,10.350000,568500
2019-12-04,10.420000,10.730000,10.320000,10.390000,10.390000,544500
2019-12-05,10.480000,10.605000,10.370000,10.460000,10.460000,286800
2019-12-06,10.580000,10.780000,10.355000,10.370000,10.370000,353900
2019-12-09,10.360000,10.450000,10.190000,10.320000,10.320000,351000
2019-12-10,10.300000,10.390000,10.160000,10.280000,10.280000,214000
2019-12-11,10.280000,10.970000,10.280000,10.960000,10.960000,1017200
2019-12-12,10.920000,11.420000,10.831000,11.280000,11.280000,583800
2019-12-13,11.300000,11.434000,10.870000,10.935000,10.935000,551100
2019-12-16,11.000000,11.280000,10.990000,11.070000,11.070000,471000
2019-12-17,11.200000,11.450000,11.100000,11.240000,11.240000,543900
2019-12-18,11.270000,11.340000,10.940000,11.180000,11.180000,471500
2019-12-19,11.150000,11.400000,11.030000,11.300000,11.300000,289900
2019-12-20,11.300000,11.310000,11.085000,11.120000,11.120000,609700
2019-12-23,11.170000,11.230000,10.910000,11.150000,11.150000,466600
2019-12-24,11.120000,11.180000,10.900000,11.120000,11.120000,165100
2019-12-26,11.110000,11.750000,11.040000,11.610000,11.610000,579400
2019-12-27,11.670000,12.000000,11.425000,11.520000,11.520000,931600
2019-12-30,11.500000,11.830000,11.214000,11.610000,11.610000,484700
2019-12-31,11.560000,12.060000,11.500000,11.880000,11.880000,559800
2020-01-02,12.130000,12.530000,11.800000,12.500000,12.500000,885000
2020-01-03,12.250000,12.325000,12.010000,12.120000,12.120000,498400
2020-01-06,12.000000,12.200000,11.860000,12.150000,12.150000,361600
2020-01-07,12.200000,12.465000,12.055000,12.430000,12.430000,330500
2020-01-08,12.410000,12.820000,12.370000,12.700000,12.700000,520600
2020-01-09,12.890000,13.880000,12.860000,13.060000,13.060000,1633300
2020-01-10,13.100000,13.250000,12.590000,12.930000,12.930000,855300
2020-01-13,13.000000,13.580000,12.860000,13.540000,13.540000,696500
2020-01-14,13.810000,13.880000,13.400000,13.860000,13.860000,778900
2020-01-15,13.920000,15.680000,13.900000,15.600000,15.600000,2104000
2020-01-16,15.910000,15.980000,14.030000,14.345000,14.345000,2333200
2020-01-17,14.580000,14.890000,13.610000,14.120000,14.120000,988400
2020-01-21,14.060000,14.100000,13.500000,13.700000,13.700000,1156800
2020-01-22,13.750000,14.420000,13.470000,14.250000,14.250000,792200
2020-01-23,14.220000,14.574000,13.911000,14.230000,14.230000,518200
2020-01-24,14.330000,14.800000,13.800000,13.960000,13.960000,649600
2020-01-27,13.470000,13.560000,13.070000,13.260000,13.260000,585700
2020-01-28,13.350000,13.380000,12.910000,12.940000,12.940000,602600
2020-01-29,12.890000,12.985000,11.900000,11.930000,11.930000,1142000
2020-01-30,11.740000,11.880000,11.200000,11.650000,11.650000,984300
2020-01-31,11.550000,11.690000,11.210000,11.300000,11.300000,731500
2020-02-03,11.430000,11.960000,11.155000,11.620000,11.620000,770000
2020-02-04,11.860000,12.410000,11.640000,12.400000,12.400000,953900
2020-02-05,12.410000,12.501000,11.810000,12.130000,12.130000,663800
2020-02-06,12.110000,12.140000,11.580000,11.580000,11.580000,668200
2020-02-07,11.600000,11.600000,11.240000,11.270000,11.270000,594900
2020-02-10,11.210000,11.520000,11.010000,11.300000,11.300000,566600
2020-02-11,11.400000,11.660000,11.110000,11.510000,11.510000,649200
2020-02-12,11.600000,12.480000,11.500000,12.460000,12.460000,995200
2020-02-13,12.200000,12.890000,12.060000,12.750000,12.750000,1002300
2020-02-14,12.700000,12.730000,11.810000,11.900000,11.900000,1006400
2020-02-18,11.770000,12.100000,11.580000,11.750000,11.750000,653300
2020-02-19,11.780000,12.200000,11.450000,12.080000,12.080000,978700
2020-02-20,12.020000,12.299000,11.587000,11.820000,11.820000,827500
2020-02-21,11.700000,11.700000,10.874000,11.280000,11.280000,1419700
